,,,,,,,,Functional ,,,Toll Collection,,Electronic Toll,,,,,,Maximum,Minimum,Average,,,Average,,,,,,
Florida,Beachline East (Central Florida Expressway),47,FL Turnpike Enterprise,SR 528,SR 405,6.80,10.94,Principal Arterial - Other Freeways and Expressways,Rural/Urban,,,,X,,6.80,Non-toll Section,Section 129 (General Toll Progam),,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
Florida,Beachline Expressway,48,Orlando-Orange Cnty Expway Auth (& FL Dept of Trans),Boggy Creek Road,SR 520,22.46,36.15,Principal Arterial - Other Freeways and Expressways,Rural/Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,The AADT for these facilities was calculated using a weighted average for the entire corridor,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.50,$1.00,$0.13,$6.50,$1.25,$0.19,,,,,,
Florida,Beachline West,49,FL Turnpike Enterprise,I-4 (SR 400),Boggy Creek Road (SR 528A),8.42,13.55,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.00,$0.75,$0.07,$5.00,$1.50,$0.22,,,,,,
Florida,Homestead Extension of Florida Turnpike (HEFT),50,FL Turnpike Enterprise,FL Trnpke MP 47 in Mirahar,US 1 in FL City,47.90,77.09,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$4.75,$3.75,$0.20,$23.75,$7.50,$0.20,,,,,,
Florida,Holland East-West Expressway,53,Orlando-Orange Cnty Expway Auth (& FL Dept of Trans),FL Trnpke (SR 50 West),SR 50 East Colonial Drive,22.36,35.98,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,The AADT for these facilities was calculated using a weighted average for the entire corridor,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.50,$0.25,$0.19,$9.00,$0.25,$0.37,,,,,,
Florida,Sawgrass Expressway (SR 869),54,FL Turnpike Enterprise,FL Trnpke MP 71,I-75 / 595,21.66,34.86,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.50,$2.00,$0.09,$12.50,$4.00,$0.27,,,,,,
Florida,Central Florida Greenway (SR-417),58,Orlando-Orange Cnty Expway Auth,Seminole/Orange Cnty Line,International Drive,33.40,53.75,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,The AADT for these facilities was calculated using a weighted average for the entire corridor,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$4.00,$0.50,$0.14,$10.00,$0.50,$0.27,,,,,,
Florida,Daniel Webster - Western Beltway Part C,59,Orlando-Orange Cnty Expway Auth,US 441 (Orange Blossom Tr),Seidel Rd,22.02,35.44,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,The AADT for these facilities was calculated using a weighted average for the entire corridor,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.50,$0.25,$0.17,$5.50,$0.25,$0.13,,,,,,
Florida,Osceola Parkway,60,"Osceola Cnty, FL",Florida Turnpike,I-4 Interchange,12.40,19.31,Principal Arterial - Other Freeways and Expressways,Urban,    X,,X,,"SunPass, EPass, OPass, LeeWay",2.8,"As of 6/1/2013, the collection methods to produce the vehicle cost-per-mile were not available.  Therefore, in order t calculate the information, the AADT just west of the toll plaza was multiplied by the 2-axle toll-rate of $1.75",None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.75,$0.75,$0.06,$8.75,$0.75,$0.84,,,,,,
Florida,Polk Parkway (SR 570),64,FL Turnpike Enterprise,I-4 near Clark Rd extending E to SR 540,N to I-4 near Mt. Olive Rd,24.38,39.24,Principal Arterial - Other Freeways and Expressways,Rural/Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.75,$3.00,$0.13,$18.75,$6.00,$0.42,,,,,,
Florida,John Land - Apopka Expressway (SR 414),303,Orlando-Orange Cnty Expway Auth,SR 429 (Western Beltway),US 441 South,5.00,8.05,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,The AADT for these facilities was calculated using a weighted average for the entire corridor,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.00,$0.25,$0.23,$2.50,$0.25,$0.44,,,,,,
Florida ,East-West (Dolphin) Expressway,45,Miami-Dade Expway Auth (MDX),I - 95  &  I - 395,HEFT,13.98,22.49,Principal Arterial - Other Freeways and Expressways,Urban,X,W,,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.00,$0.25,$0.05,$5.00,$0.50,$0.15,,,,,,
Florida ,Florida Turnpike - Mainline,46,FL Turnpike Enterprise,Miami,Wildwood,266.00,428.09,Principal Arterial - Other,Rural,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$26.90,$21.10,$0.06,$103.70,$46.10,$0.19,,,,,,
Florida,South Dade (Don Shula) Expressway,51,Miami-Dade Expway Auth (MDX),HEFT,Palmetto Expway,7.16,11.53,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.65,$0.25,$0.04,$2.60,$0.50,$0.10,,,,,,
Florida,Lee Roy Selmon Crosstown Expressway,52,Tampa-Hillsborough Cnty Expwy Auth (FL Dept of Trans),Gandy Boulevard,To I-75,14.17,22.80,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",0.6,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.75,$0.50,$0.09,$24.50,$1.00,$0.24,,,,,,
Florida,Miami Airport Expressway,55,Miami-Dade Expway Auth (MDX),I-95,Lejeune Rd (SR 953),4.07,6.56,Principal Arterial - Other Freeways and Expressways,Urban,X,W,,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.25,$1.00,$0.26,$5.00,$2.00,$1.08,,,,,,
Florida,Veterans Expressway (SR 589),56,FL Turnpike Enterprise,Courtney Campbell Causeway (SR 60),North Dale Mabry,12.22,19.67,Principal Arterial - Other Freeways and Expressways,Rural/Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.25,$1.75,$0.12,$11.25,$3.50,$0.35,,,,,,
Florida,Seminole Expressway,57,FL Turnpike Enterprise,Northern Terminus of Eastern Beltway (SR 426-Aloma Ave),I-4 West of US 192,17.45,28.08,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$2.25,$2.00,$0.12,$11.25,$4.00,$0.36,,,,,,
Florida,Southern Connector Extension,61,FL Turnpike Enterprise,Central FL Greeneway,I-4 West of US 192,5.10,8.21,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.00,$0.75,$0.10,$5.00,$1.50,$0.32,,,,,,
Florida,Gratigny Parkway,62,Miami-Dade Expway Auth (MDX),Palmetto Expway,Northwest 119 Street at 27th Ave,5.37,8.64,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.65,$0.50,$0.08,$2.60,$1.00,$0.24,,,,,,
Florida,Snapper Creek Expressway,315,Miami-Dade Expway Auth (MDX),US1,SR 874,3.01,4.84,Principal Arterial - Other Freeways and Expressways,Urban,X, ,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.40,$0.25,$0.08,$1.60,$0.50,$0.11,,,,,,
Florida,Suncoast Parkway (SR 589),63,FL Turnpike Enterprise,Veterans near Van Dyke Rd (Hillsborogh Cnty),US 96 (Hernando Cnty),41.43,66.68,Principal Arterial - Other,Rural,X,,X,,"SunPass, EPass, OPass, LeeWay",,,Section 129 (General Toll Progam),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.75,$3.00,$0.08,$18.75,$6.00,$0.22,,,,,,
Florida,Goldenrod Road Extension,301,Orlando-Orange Cnty Expway Auth (& FL Dept of Trans),Orlando International Airport,SR 551,2.70,4.50,Minor Arterial,Urban,,,X,,"SunPass, EPass, OPass, LeeWay",1.4,Road will become non-tolled and given to the city of Orlando when the tolls pay the bonds used for construction.,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.50,$0.50,$0.19,$0.50,$0.50,$0.19,,,,,,
Florida,Mid-Bay Connector,32,Mid-Bay Brdg Auth (& FL Dept of Transportation),Mid-Bay Bridge,SR 85,11.00,17.70,Principal Arterial - Other Freeways and Expressways,Rural/Urban,,,X,,"SunPass, EPass, LeeWay",,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.50,$1.00,$0.13,$7.50,$3.00,$0.13,,,,,,
Illinois,East-West Tollway (SR-56 Connector),77,IL State Hwy Toll Auth,I-88,SR 56,0.40,0.64,Principal Arterial - Other,Urban,X,,X,X,,,,None (not a Federal-aid toll facility),,,,,,,,,,,,,
Louisiana,Avery Island,89,"Avery Island, Inc.",SR 329 Junction,Avery Island,1.50,2.41,Minor Arterial,Rural,,,,X,,,Private,None (not a Federal-aid toll facility),,,,,,,,,,,,,
Maine,Maine Turnpike (I-295),90,ME Trnpke Auth,South Portland,South Portland,0.40,0.64,Principal Arterial - Other,Urban,X,,X,,E-ZPass,,,None (not a Federal-aid toll facility),,,,,,,,,,,,,
Maryland,Intercounty Connector (ICC) (MD 200),99,MD Transportation Authority (MDTA),I-370,I-95/US 1,18.00,28.97,Principal Arterial - Other Freeways and Expressways,Urban,,,X,,E-ZPass,,Completely open as of November 2014,Section 129 (General Toll Progam),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$6.60,$4.40,$0.31,$47.90,$13.15,$1.70,,,,,,
Nevada,Valley of Fire Road,115,NV State Park Div,W. Park Entrance (Valley of Fire St Park),East Park Entrance,6.37,10.25,Major Collector,Rural,,,X,X,,,Within Valley of Fire State Park,None (not a Federal-aid toll facility),,,,,,,,,,,,,
New Hampshire,F.E. Everett Turnpike,118,NH Dept of Trans,Massachusetts State Line,F.E.E.T Exit 8 in Nashua,7.70,12.39,Principal Arterial - Other Freeways and Expressways,Urban,1,,,X,,7.7,Non-toll segment of F.E. Everett Turnpike toll facility,,,,,,,,,,,,,,
New Hampshire,F.E. Everett Turnpike,118,NH Dept of Trans,F.E.E.T Exit 8 in Nashua,F.E.E.T. Exit 3 in Bedford,12.54,20.18,Principal Arterial - Other Freeways and Expressways,Urban,1,,X,,E-Zpass,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$0.35,$1.75,$0.06,$5.50,$0.90,$0.19,,,,,,
New Hampshire,Spaulding Turnpike,120,NH Dept of Transportation,Portsmouth Traffic Circle,S.T. Exit 5 in Dover,4.58,7.37,Principal Arterial - Other Freeways and Expressways,Urban,1,,,X,,4.58,Non-toll segment of Spaulding Turnpike ,None (not a Federal-aid toll facility),,,,,,,,,,,,,
New Hampshire,Spaulding Turnpike,120,NH Dept of Transportation,S.T. Exit 5 in Dover,S.T. Exit 7 in Dover,4.52,"7,27",Principal Arterial - Other Freeways and Expressways,Urban,1,,X,,E-Zpass,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.50,$0.53,$0.14,$5.00,$1.35,$0.42,,,,,,
New Hampshire,Spaulding Turnpike,120,NH Dept of Transportation,S.T. Exit 7 in Dover,S.T. Exit 9 in Dover,3.01,4.84,Principal Arterial - Other Freeways and Expressways,Urban,1,,,X,,3.01,Non-toll segment of Spaulding Turnpike ,None (not a Federal-aid toll facility),,,,,,,,,,,,,
New Hampshire,Spaulding Turnpike,120,NH Dept of Transportation,S.T. Exit 9 in Dover,S.T. Exit 12 in Rochester,6.07,9.77,Principal Arterial - Other Freeways and Expressways,Urban,1,,X,,E-Zpass,,,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$1.50,$0.53,$0.10,$5.00,$1.35,$0.30,,,,,,
New Hampshire,Spaulding Turnpike,120,NH Dept of Transportation,S.T. Exit 12 in Rochester,S.T. Exit 16 in Rochester,4.59,7.39,Principal Arterial - Other Freeways and Expressways,Urban,1,,,X,,4.59,Non-toll segment of Spaulding Turnpike ,None (not a Federal-aid toll facility),,,,,,,,,,,,,
New Hampshire,Spaulding Turnpike,120,NH Dept of Transportation,S.T. Exit 16 in Rochester,S.T. Exit 18 in Milton,10.49,16.88,Principal Arterial - Other,Rural/Urban,1,,,X,,10.49,Non-toll segment of Spaulding Turnpike ,None (not a Federal-aid toll facility),,,,,,,,,,,,,
New Hampshire,Mt. Washington Auto Rd,121,Mt. Washington Summit Rd Co,NH Route 16 in Greens Grant,Mt Washington Summit in Sargents Purchase,7.60,12.23,NA,Rural,,,,,,,Private,None (not a Federal-aid toll facility),,$28.00,$28.00,,,,,,,,,,
New Jersey,New Jersey Turnpike (Mainline),152,NJ Trnpke Auth,PA Trnpke Ext,Deepwater,14.26,22.95,Principal Arterial - Other,Rural,X,,X,,E-ZPass,,Toll data based on entire mainline,None (not a Federal-aid toll facility),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$5.45,$4.15,$0.10,$37.15,$18.80,$0.52,,,,,,
New Jersey,New Jersey Turnpike (Mainline),152,NJ Trnpke Auth,PA Trnpke Ext,Deepwater,37.69,60.66,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,E-ZPass,,Toll data based on entire mainline,None (not a Federal-aid toll facility),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$5.45,$4.15,$0.10,$25.15,$18.80,$0.52,,,,,,
New Jersey,New Jersey 495,153,NJ Trnpke Auth,I-95,SR 3,0.78,1.26,Principal Arterial - Other Freeways and Expressways,Urban,X,E,,,E-ZPass,,,None (not a Federal-aid toll facility),,,,,,,,,,,,,
New Jersey,Garden State Parkway,154,NJ Trnpke Auth,Montvale,Cape May,19.89,32.01,Principal Arterial - Other,Rural,X,,,X,,19.89,Non-toll Section,None (not a Federal-aid toll facility),,,,,,,,,,,,,
New Jersey,Garden State Parkway,154,NJ Trnpke Auth,Montvale,Cape May,4.10,6.60,Principal Arterial - Other,Rural,X,,X,,E-ZPass,,,None (not a Federal-aid toll facility),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$8.25,$8.25,$0.05,$49.50,$61.35,$0.30,,,,,,
New Jersey,Garden State Parkway,154,NJ Trnpke Auth,Montvale,Cape May,148.41,238.84,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,E-ZPass,,,None (not a Federal-aid toll facility),Fixed Variable: Rate varies by time of day  based on pre-set schedule,$8.25,$8.25,$0.05,$49.50,$47.90,$0.30,,,,,,
New Jersey,Atlantic City Expressway,155,South Jersey Trans Auth,Atlantic City,"SR 42, Turnersville",12.72,20.47,Principal Arterial - Other,Rural,X,,X,,E-ZPass,,Toll data based on entire mainline,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.75,$2.43,$0.03,$18.00,$16.20,$0.08,,,,,,
New Jersey,Atlantic City Expressway,155,South Jersey Trans Auth,Atlantic City,"SR 42, Turnersville",31.48,50.66,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,E-ZPass,,Toll data based on entire mainline,None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$3.75,$2.43,$0.03,$18.00,$16.20,$0.08,,,,,,
New York,Gov. Thomas E. Dewey Thruway Berkshire Section,187,NY State Thruway Authority,I-87,I-90,5.60,9.01,Principal Arterial - Other Freeways and Expressways,Urban,X,,X,,E-ZPass,,Based on travel from Buffalo or NYC.,None (not a Federal-aid toll facility),,$27.95,$0.40,$0.05,$113.85,$0.67,$0.24,,,,,,
New York,Gov. Thomas E. Dewey Thruway Gardenstate Parkway Connection,188,NY State Thruway Authority,New Jersey Line,Spring Valley,2.40,3.86,Principal Arterial - Other Freeways and Expressways,Urban,X,,,X,,2.4,Non-toll Section,None (not a Federal-aid toll facility),,,,,,,,,,,,,
New York,Whiteface Mountain Veterans Memorial Highway,189,Olympic Regional Development Authority,Wilmington,Whiteface Mountain,5.00,8.05,Minor Collector,Rural,,,,X,,,"Whiteface Veterans Memorial Highway is a scenic toll road. $11.00 per vehicle plus driver, $8.00 each additional passenger. Buses of 20 or more are $7.00 per person plus 1 free entry per 20. Cyclists $8.00.  In 2012: 27,200 vehicles, 73,100 visitors, $478,799. Open for 144 days.  2013: 72,579 visitors, $556,842.  2014:  61,258 visitors, $437,561; construction impacted revenues.",None (not a Federal-aid toll facility),Fixed: Rate does not vary by time of day or traffic conditions (May vary by vehicle/weight class or distance traveled).,$11.00,$11.00,$2.20,,,,,,,,,
